,CustomerId,Surname,CreditScore,Geography,Gender,Age,EstimatedSalary,Balance,NumOfProducts,HasCrCard,Tenure,IsActiveMember,Exited
63,15592461,Jackson,603,Germany,Male,26.0,92840.67,109166.37,1,Yes,4,Yes,0
64,15789484,Hammond,751,Germany,Female,36.0,27758.36,169831.46,2,Yes,6,Yes,0
65,15696061,Brownless,581,Germany,Female,34.0,110431.51,101633.04,1,No,1,No,0
66,15641582,Chibugo,735,Germany,Male,43.0,196673.28,123180.01,2,Yes,10,Yes,0
67,15638424,Glauert,661,Germany,Female,35.0,113656.85,150725.53,2,Yes,5,Yes,0
68,15755648,Pisano,675,France,Female,21.0,18203.0,98373.26,1,No,8,No,0
69,15703793,Konovalova,738,Germany,Male,58.0,28373.86,133745.44,4,No,2,No,1
70,15620344,McKee,813,France,Male,29.0,33953.87,0.0,1,No,6,No,0
71,15812518,Palermo,657,Spain,Female,37.0,44203.55,163607.18,1,Yes,0,Yes,0
72,15779052,Ballard,604,Germany,Female,25.0,58426.81,157780.84,2,Yes,5,Yes,0
73,15770811,Wallace,519,France,Male,36.0,145562.4,0.0,2,Yes,9,Yes,0
74,15780961,Cavenagh,735,France,Female,21.0,22388.0,178718.19,2,No,1,No,0
75,15614049,Hu,664,France,Male,55.0,139161.64,0.0,2,Yes,8,Yes,0
76,15662085,Read,678,France,Female,32.0,148210.64,0.0,1,Yes,9,Yes,0
77,15575185,Bushell,757,Spain,Male,33.0,194239.63,77253.22,1,Yes,5,Yes,0
78,15803136,Postle,416,Germany,Female,41.0,98301.61,122189.66,2,No,10,No,0
79,15706021,Buley,665,France,Female,34.0,171413.66,96645.54,2,No,1,No,0
80,15663706,Leonard,777,France,Female,32.0,136458.19,0.0,1,No,2,No,1
81,15641732,Mills,543,France,Female,36.0,26019.59,0.0,2,No,3,No,0
82,15701164,Onyeorulu,506,France,Female,34.0,159235.29,90307.62,1,Yes,4,Yes,0
83,15738751,Beit,493,France,Female,46.0,1907.66,0.0,2,No,4,No,0
84,15805254,Ndukaku,652,Spain,Female,75.0,114675.75,0.0,2,Yes,10,Yes,0
85,15762418,Gant,750,Spain,Male,22.0,128643.35,121681.82,1,No,3,No,1
86,15625759,Rowley,729,France,Male,30.0,151869.35,0.0,2,No,9,No,0
87,15622897,Sharpe,646,France,Female,46.0,93251.42,0.0,3,No,4,No,1
88,15767954,Osborne,635,Germany,Female,28.0,156791.36,81623.67,2,Yes,3,Yes,0
89,15757535,Heap,647,Spain,Female,44.0,174205.22,0.0,3,Yes,5,Yes,1
90,15731511,Ritchie,808,France,Male,45.0,147132.46,118626.55,2,No,7,No,0
91,15809248,Cole,524,France,Female,36.0,109614.57,0.0,2,No,10,No,0
92,15640635,Capon,769,France,Male,29.0,172290.61,0.0,2,Yes,8,Yes,0
93,15676966,Capon,730,Spain,Male,42.0,85982.47,0.0,2,Yes,4,Yes,0
94,15699461,Fiorentini,515,Spain,Male,35.0,121277.78,176273.95,1,Yes,10,Yes,0
95,15738721,Graham,773,Spain,Male,41.0,64595.25,102827.44,1,Yes,9,Yes,0
96,15693683,Yuille,814,Germany,Male,29.0,197276.13,97086.4,2,Yes,8,Yes,0
97,15604348,Allard,710,Spain,Male,22.0,99645.04,0.0,2,No,8,No,0
98,15633059,Fanucci,413,France,Male,34.0,6534.18,0.0,2,No,9,No,0
99,15808582,Fu,665,France,Female,40.0,161848.03,0.0,1,Yes,6,Yes,0
100,15743192,Hung,623,France,Female,44.0,167162.43,0.0,2,No,6,No,0
101,15580146,Hung,738,France,Male,31.0,41970.72,82674.15,1,No,9,No,0
102,15776605,Bradley,528,Spain,Male,36.0,60536.56,0.0,2,No,7,No,0
103,15804919,Dunbabin,670,Spain,Female,65.0,177655.68,0.0,1,Yes,1,Yes,1
104,15613854,Mauldon,622,Spain,Female,46.0,30984.59,107073.27,2,Yes,4,Yes,1
105,15599195,Stiger,582,Germany,Male,32.0,10054.53,88938.62,1,Yes,1,Yes,0
106,15812878,Parsons,785,Germany,Female,36.0,36976.52,99806.85,1,Yes,2,Yes,0
107,15602312,Walkom,605,Spain,Male,33.0,71862.79,150092.8,1,No,5,No,0
108,15744689,T'ang,479,Germany,Male,35.0,99449.86,92833.89,1,No,9,No,1
109,15803526,Eremenko,685,Germany,Male,30.0,63082.88,90536.81,1,Yes,3,Yes,0
110,15665790,Rowntree,538,Germany,Male,39.0,27231.26,108055.1,2,No,7,No,0
111,15715951,Thorpe,562,France,Male,42.0,86797.41,100238.35,1,No,2,No,0
112,15591100,Chiemela,675,Spain,Male,36.0,22994.32,106190.55,1,Yes,9,Yes,0
113,15609618,Fanucci,721,Germany,Male,28.0,101300.94,154475.54,2,Yes,9,Yes,1
114,15675522,Ko,628,Germany,Female,30.0,74169.13,132351.29,2,Yes,9,Yes,0
115,15705512,Welch,668,Germany,Female,37.0,115638.29,167864.4,1,No,6,No,0
116,15698028,Duncan,506,France,Female,41.0,31766.3,0.0,2,No,1,No,0
117,15661670,Chidozie,524,Germany,Female,31.0,199725.39,107818.63,1,No,8,No,1
118,15600781,Wu,699,Germany,Male,34.0,120834.48,185173.81,2,No,4,No,0
119,15682472,Culbreth,828,France,Male,34.0,38131.77,129433.34,2,No,8,No,0
120,15690673,Cameron,656,France,Female,39.0,141069.88,0.0,2,No,6,No,0
121,15760085,Calabresi,684,Germany,Female,48.0,198129.36,126384.42,1,Yes,10,Yes,0
122,15779659,Zetticci,625,France,Female,28.0,183646.41,0.0,1,No,3,No,0
123,15627360,Fuller,432,France,Male,42.0,110265.24,152603.45,1,No,9,No,1
124,15671137,MacDonald,549,France,Female,52.0,8636.05,0.0,1,Yes,1,Yes,1
125,15782688,Piccio,625,Germany,Male,56.0,46824.08,148507.24,1,No,0,No,1
126,15575492,Kennedy,828,France,Female,41.0,171378.77,0.0,2,No,7,No,0
127,15591607,Fernie,770,France,Male,24.0,167256.35,101827.07,1,No,9,No,0
128,15740404,He,758,France,Female,34.0,124226.16,0.0,2,Yes,3,Yes,0
129,15718369,Kaodilinakachukwu,795,Germany,Female,33.0,114935.21,130862.43,1,Yes,9,Yes,0
130,15677871,Cocci,687,France,Male,38.0,35608.88,122570.87,1,Yes,9,Yes,0
131,15642004,Alekseeva,686,France,Male,25.0,16459.37,0.0,2,Yes,1,Yes,0
132,15712543,Chinweike,789,Germany,Male,39.0,124411.08,124828.46,2,Yes,7,Yes,0
133,15584518,Arthur,589,Germany,Female,50.0,34941.23,144895.05,2,Yes,5,Yes,0
134,15802381,Li,461,Germany,Female,34.0,167784.28,63663.93,1,Yes,5,Yes,0
135,15610156,Ma,637,France,Male,40.0,93165.34,133463.1,1,Yes,2,Yes,0
136,15594408,Chia,584,Spain,Female,48.0,75161.25,213146.2,1,No,2,No,1
137,15640905,Vasin,579,Spain,Female,35.0,8590.83,129490.36,2,Yes,1,Yes,1
138,15698932,Groves,756,Germany,Male,44.0,189543.9,137452.09,1,No,10,No,0
139,15724944,Tien,663,France,Male,34.0,180427.24,0.0,2,Yes,7,Yes,0
140,15628145,Forwood,682,France,Female,43.0,193318.33,125851.93,1,Yes,5,Yes,0
141,15713483,Greeves,793,Spain,Male,52.0,159123.82,0.0,1,No,2,No,1
142,15612350,Taylor,691,France,Female,31.0,126213.84,40915.55,1,No,5,No,1
143,15800703,Madukwe,485,Spain,Female,21.0,54141.5,113157.22,1,Yes,5,Yes,0
144,15705707,Bennelong,635,Spain,Female,29.0,141075.51,138296.94,2,No,8,No,0
145,15754105,Olisanugo,650,France,Male,37.0,24495.03,106967.18,1,No,5,No,0
146,15703264,Chukwufumnanya,735,France,Male,44.0,74836.34,120681.63,1,No,9,No,0
147,15794413,Harris,416,France,Male,32.0,878.87,0.0,2,Yes,0,Yes,0
148,15650237,Morgan,754,Spain,Female,32.0,89520.75,0.0,2,No,7,No,0
149,15759618,Alexeeva,535,France,Female,48.0,149892.79,0.0,1,No,9,No,1
150,15811589,Metcalfe,716,Spain,Male,42.0,180800.42,0.0,2,No,8,No,0
151,15689044,Humphries,539,France,Male,37.0,98646.22,127609.59,1,No,2,No,0
152,15709368,Milne,614,France,Female,43.0,109041.53,0.0,2,Yes,6,Yes,0
153,15679145,Chou,706,Spain,Male,57.0,17941.16,0.0,1,No,7,No,1
154,15655007,Li,758,France,Female,33.0,82996.47,0.0,2,No,7,No,0
155,15623595,Clayton,586,Spain,Female,28.0,92067.35,0.0,2,Yes,2,Yes,0
156,15589975,Maclean,646,France,Female,73.0,104719.66,97259.25,1,Yes,6,Yes,0
157,15804017,Chigolum,631,Germany,Female,33.0,112687.57,123246.7,1,No,4,No,0
158,15692132,Wilkinson,717,Spain,Female,22.0,84699.56,101060.25,1,Yes,6,Yes,0
159,15641122,Wei,684,France,Male,30.0,83473.82,0.0,2,No,2,No,0
160,15630910,Treacy,800,France,Female,49.0,47125.11,108007.36,1,No,7,No,0
161,15680772,Hu,721,Spain,Female,36.0,106977.8,0.0,2,Yes,2,Yes,0
162,15658929,Taverner,683,Spain,Male,29.0,55582.54,133702.89,1,No,0,No,1
163,15585388,Sherman,660,Germany,Male,31.0,139874.43,125189.75,2,Yes,9,Yes,0
164,15724623,Taubman,704,Germany,Female,24.0,162503.48,113034.22,1,No,7,No,1
165,15588537,Robinson,615,Spain,Female,41.0,196499.96,109013.23,1,No,9,No,0
166,15574692,Pinto,667,Spain,Female,39.0,40721.24,0.0,2,No,2,No,1
167,15611325,Wood,682,Germany,Male,24.0,53134.3,57929.81,2,No,9,No,0
168,15587562,Hawkins,484,France,Female,29.0,164017.89,130114.39,1,No,4,No,0
169,15613172,Sun,628,Germany,Male,27.0,155996.96,95826.49,2,No,5,No,0
170,15651022,Yost,480,Germany,Male,44.0,5472.7,129608.57,1,No,10,No,1
171,15586310,Ting,578,France,Male,30.0,112187.11,169462.09,1,No,4,No,0
172,15625524,Rowe,512,France,Male,40.0,146457.83,0.0,2,Yes,5,Yes,0
173,15755209,Fu,484,Spain,Female,35.0,27286.1,133868.21,1,Yes,7,Yes,0
174,15645248,Ho,510,France,Female,30.0,130553.47,0.0,2,Yes,0,Yes,0
175,15790355,Okechukwu,606,Germany,Male,36.0,179351.89,190479.48,2,No,5,No,0
176,15762615,Campbell,597,Spain,Female,40.0,94774.12,101993.12,1,Yes,8,Yes,0
177,15625426,Ashbolt,754,Germany,Female,55.0,8080.85,161608.81,1,No,3,No,1
178,15716334,Rozier,850,Spain,Female,45.0,19482.5,122311.21,1,Yes,2,Yes,0
179,15789669,Hsia,510,France,Male,65.0,48071.61,0.0,2,Yes,2,Yes,0
180,15621075,Ogbonnaya,778,Germany,Female,45.0,174531.27,162150.42,2,No,1,No,0
181,15810845,T'ang,636,France,Male,42.0,55470.78,0.0,2,Yes,2,Yes,0
182,15719377,Cocci,804,France,Female,50.0,8546.87,0.0,1,Yes,4,Yes,1
183,15654506,Chang,514,France,Male,32.0,95857.18,0.0,2,No,8,No,0
184,15771977,T'ao,730,France,Female,39.0,194945.8,99010.67,1,No,1,No,0
185,15708710,Ford,525,Spain,Female,37.0,131521.72,0.0,1,Yes,0,Yes,0
186,15726676,Marshall,616,Spain,Male,30.0,196108.51,0.0,2,Yes,5,Yes,0
187,15587421,Tsai,687,Germany,Female,34.0,148564.76,111388.18,2,No,7,No,0
188,15726931,Onwumelu,715,France,Female,41.0,92982.61,56214.85,2,No,8,No,1
189,15771086,Graham,512,France,Female,36.0,17675.36,84327.77,2,No,3,No,0
190,15756850,Golovanov,479,France,Male,40.0,114996.43,0.0,2,No,1,No,0
191,15702741,Potts,601,France,Male,32.0,86957.42,93012.89,1,No,8,No,0
192,15679200,Crawford,580,Spain,Male,29.0,128077.8,61710.44,2,No,9,No,0
193,15594815,Aleshire,807,France,Male,35.0,600.36,174790.15,1,Yes,3,Yes,0
194,15635905,Moran,616,Spain,Female,32.0,43001.46,0.0,2,Yes,6,Yes,0
195,15777892,Samsonova,721,Germany,Male,37.0,158591.12,107720.64,1,Yes,3,Yes,0
196,15656176,Jenkins,501,France,Male,57.0,47847.19,0.0,2,Yes,10,Yes,0
197,15811127,Volkov,521,France,Male,35.0,10488.44,96423.84,1,No,6,No,0
198,15604482,Chiemezie,850,Spain,Male,30.0,5978.2,141040.01,1,Yes,2,Yes,0
199,15622911,Jude,759,France,Male,42.0,121409.06,105420.18,1,Yes,4,Yes,0
200,15600974,He,516,Spain,Male,50.0,146145.93,0.0,1,Yes,5,Yes,1
201,15727868,Onuora,711,France,Female,38.0,14374.86,129022.06,2,Yes,2,Yes,1
202,15627801,Ginikanwa,512,Spain,Male,33.0,94670.77,176666.62,1,No,3,No,0
203,15773039,Ku,550,France,Male,37.0,179670.31,0.0,1,Yes,3,Yes,0
204,15755262,McDonald,608,Spain,Female,41.0,199304.74,89763.84,1,No,3,No,1
205,15679531,Collins,618,France,Male,34.0,151954.39,134954.53,1,Yes,5,Yes,0
206,15684181,Hackett,643,France,Male,45.0,142513.5,0.0,1,No,5,No,1
207,15612087,Dike,671,France,Male,45.0,158264.62,106376.85,1,Yes,2,Yes,0
208,15752047,Trevisano,689,Germany,Male,33.0,169381.9,161814.64,2,No,2,No,0
209,15624592,Tan,603,France,Male,31.0,169915.02,0.0,2,Yes,8,Yes,0
210,15573152,Glassman,620,France,Female,41.0,88852.47,0.0,2,No,9,No,0
211,15594917,Miller,676,France,Female,34.0,40645.81,63095.01,1,Yes,1,Yes,0
212,15785542,Kornilova,572,Germany,Male,26.0,60427.3,118287.01,2,No,4,No,0
213,15723488,Watson,668,Germany,Male,47.0,157959.02,106854.21,1,Yes,7,Yes,1
214,15680920,Marchesi,695,France,Male,46.0,133007.34,49512.55,1,No,7,No,0
215,15786308,Millar,730,Spain,Female,33.0,176576.62,0.0,2,No,9,No,0
216,15659366,Shih,807,France,Male,43.0,34888.04,105799.32,2,No,1,No,1
217,15774854,Fuller,592,France,Male,54.0,28737.71,0.0,1,Yes,8,Yes,1
218,15725311,Hay,726,France,Female,31.0,98178.57,114722.05,2,Yes,9,Yes,0
219,15787155,Yang,514,Spain,Male,30.0,125010.24,0.0,1,Yes,7,Yes,0
220,15727829,McIntyre,567,France,Male,42.0,167984.61,0.0,2,Yes,2,Yes,0
221,15733247,Stevenson,850,France,Male,33.0,4861.72,0.0,1,No,10,No,1
222,15568748,Poole,671,Germany,Male,45.0,108872.45,99564.22,1,Yes,6,Yes,1
223,15699029,Bagley,670,France,Male,37.0,198252.88,170557.91,2,No,4,No,0
224,15774393,Ch'ien,694,France,Female,30.0,26960.31,0.0,2,Yes,9,Yes,0
225,15676895,Cattaneo,547,Germany,Female,39.0,85746.52,74596.15,3,Yes,6,Yes,1
226,15637753,O'Sullivan,751,Germany,Male,50.0,77206.25,96888.39,1,No,2,No,1
227,15605461,Lucas,594,Germany,Female,29.0,61048.53,130830.22,1,No,3,No,0
228,15808473,Ringrose,673,France,Male,72.0,111981.19,0.0,2,Yes,1,Yes,0
229,15627000,Freeman,610,France,Male,40.0,62232.6,0.0,2,No,0,No,0
230,15787174,Sergeyev,512,France,Female,37.0,156105.03,0.0,2,Yes,1,Yes,0
231,15723886,Fiore,767,Germany,Male,20.0,150135.38,119714.25,2,Yes,3,Yes,0
232,15704769,Smith,585,France,Female,67.0,93146.11,113978.97,2,Yes,5,Yes,0
233,15772896,Dumetochukwu,763,Germany,Male,42.0,33462.94,100160.75,1,No,6,No,1
234,15711540,Pacheco,712,France,Female,29.0,144375.0,0.0,1,Yes,2,Yes,0
235,15764866,Synnot,539,Germany,Female,43.0,55803.96,116220.5,3,No,3,No,1
236,15794056,Johnston,668,France,Female,46.0,89048.46,0.0,3,No,2,No,1
237,15795149,Stevens,703,France,Male,28.0,162812.16,81173.83,2,Yes,2,Yes,0
238,15812009,Grant,662,Spain,Male,38.0,136259.65,0.0,2,No,4,No,0
239,15651001,Tsao,725,Germany,Female,39.0,124052.97,116803.8,1,No,5,No,0
240,15813844,Barnes,703,France,Male,37.0,74158.8,105961.68,2,Yes,8,Yes,0
241,15596175,McIntosh,659,Germany,Male,67.0,45071.09,117411.6,1,Yes,6,Yes,1
242,15576269,Madison,523,Spain,Male,34.0,62030.06,0.0,2,No,7,No,0
243,15797219,Ifesinachi,635,France,Female,40.0,131953.23,123497.58,1,No,10,No,1
244,15685500,Glazkov,772,Germany,Male,26.0,79414.0,152400.51,2,No,7,No,0
245,15599792,Dimauro,545,France,Female,26.0,199638.56,0.0,2,Yes,1,Yes,0
246,15657566,Wieck,634,Germany,Male,24.0,157577.29,103097.85,1,Yes,8,Yes,0
247,15772423,Liao,739,Germany,Male,54.0,134420.75,126418.14,1,No,8,No,1
248,15628112,Hughes,771,Germany,Female,36.0,99805.99,77846.9,1,No,5,No,0
249,15753754,Morrison,587,Spain,Female,34.0,97932.68,0.0,2,Yes,1,Yes,0
250,15793726,Matveyeva,681,France,Female,79.0,170968.99,0.0,2,Yes,0,Yes,0
251,15694717,Ku,544,Germany,Male,37.0,57558.95,79731.91,1,Yes,2,Yes,0
252,15665834,Cheatham,696,Spain,Male,28.0,176713.47,0.0,1,No,8,No,0
253,15765297,Yao,766,Spain,Male,41.0,34283.23,0.0,2,Yes,0,Yes,0
254,15636684,Kirkland,727,France,Male,34.0,198637.34,0.0,2,Yes,10,Yes,0
255,15592979,Rose,671,Germany,Female,34.0,156917.12,37266.67,2,No,6,No,0
256,15750803,Jess,693,France,Female,30.0,50457.2,127992.25,1,Yes,6,Yes,0
257,15607178,Welch,850,Germany,Male,38.0,140075.55,54901.01,1,Yes,3,Yes,0
258,15713853,Ifeajuna,732,Germany,Male,42.0,65323.11,108748.08,2,Yes,9,Yes,0
259,15673481,Morton,726,Spain,Female,48.0,64323.24,99906.19,1,No,6,No,0
260,15686776,Rossi,557,France,Female,32.0,14956.44,184686.41,2,No,6,No,0
261,15673693,Reppert,682,France,Female,26.0,111879.21,110654.02,1,Yes,0,Yes,0
262,15700696,Kang,738,Spain,Male,31.0,18606.23,79019.8,1,Yes,9,Yes,0
263,15813163,Ch'iu,531,Spain,Female,36.0,123137.01,99240.51,1,No,9,No,0
264,15653857,Wallis,498,France,Male,34.0,148528.24,0.0,2,Yes,2,Yes,0
265,15777076,Clark,651,France,Male,36.0,13898.31,0.0,2,No,7,No,0
266,15717398,Fielding,549,Spain,Female,39.0,81259.25,0.0,1,No,7,No,1
267,15799217,Zetticci,791,Germany,Female,35.0,161051.75,52436.2,1,No,7,No,0
268,15787071,Dulhunty,650,Spain,Male,41.0,191599.67,0.0,2,Yes,9,Yes,0
269,15619955,Bevington,733,Germany,Male,34.0,48559.19,100337.96,3,No,3,No,1
270,15796505,Boyle,811,Germany,Female,34.0,186339.74,149297.19,2,Yes,1,Yes,0
271,15725166,Newton,707,France,Male,30.0,33159.37,0.0,2,No,8,No,0
272,15800116,Bowman,712,Germany,Male,28.0,93883.53,145605.44,1,Yes,4,Yes,0
273,15758685,Dubinina,706,Spain,Female,37.0,110899.3,0.0,2,Yes,7,Yes,0
274,15694456,Toscani,756,France,Male,62.0,11199.04,0.0,1,Yes,3,Yes,1
275,15767339,Chiazagomekpere,777,France,Female,53.0,189992.97,0.0,2,No,10,No,0
276,15683562,Allen,646,France,Male,35.0,164255.69,84026.86,1,Yes,6,Yes,0
277,15782210,K'ung,714,France,Male,46.0,152167.79,0.0,1,No,1,No,1
278,15668893,Wilsmore,782,France,Male,39.0,33949.67,0.0,2,Yes,8,Yes,0
279,15669169,Hargreaves,775,Spain,Male,29.0,68143.93,0.0,2,Yes,10,Yes,0
280,15643024,Huang,479,Germany,Male,35.0,47251.79,138718.92,1,Yes,4,Yes,1
281,15699389,Ch'ien,807,France,Male,42.0,25885.72,118274.71,1,Yes,7,Yes,0
282,15708608,Wallwork,799,France,Female,22.0,192633.85,174185.98,2,Yes,8,Yes,0
283,15626144,Chu,675,France,Male,40.0,34577.36,113208.86,2,No,7,No,0
284,15573112,Kang,602,Spain,Male,29.0,161229.84,103907.28,1,No,5,No,0
285,15790678,Davidson,475,France,Female,32.0,100816.29,119023.28,1,No,8,No,0
286,15727556,O'Donnell,744,Spain,Female,26.0,181694.44,166297.89,1,Yes,5,Yes,0
287,15697307,Nnachetam,588,Spain,Male,34.0,79078.91,0.0,2,No,10,No,0
288,15652266,Chidiebele,703,Germany,Male,42.0,137316.32,63227.0,1,Yes,9,Yes,0
289,15607098,Ahmed,747,Spain,Female,41.0,194926.86,94521.17,2,No,5,No,0
290,15655774,Booth,583,France,Male,27.0,51285.49,0.0,2,No,7,No,0
291,15590241,Chuang,750,Spain,Female,34.0,150401.53,112822.26,1,No,9,No,1
292,15785819,Shao,681,France,Male,38.0,112491.96,0.0,2,Yes,3,Yes,0
293,15723654,Tsao,773,France,Male,25.0,73656.38,135903.33,1,No,2,No,0
294,15774510,Tien,714,France,Female,31.0,106636.89,125169.26,1,Yes,4,Yes,0
295,15684173,Chang,687,Spain,Female,44.0,155853.52,0.0,3,No,7,No,1
296,15650068,Johnson,511,France,Male,58.0,162599.51,149117.31,1,Yes,0,Yes,0
297,15811490,French,627,France,Male,33.0,103737.82,0.0,2,Yes,5,Yes,0
298,15803976,Efremov,694,France,Female,31.0,160990.27,0.0,2,No,10,No,0
299,15682541,Hartley,616,Spain,Female,36.0,15462.84,132311.71,1,No,6,No,0
300,15695699,Calabrese,687,France,Male,35.0,10334.05,0.0,2,No,8,No,0
301,15624188,Chiu,712,France,Female,33.0,190686.16,0.0,2,Yes,6,Yes,0
302,15812191,Brennan,553,France,Male,33.0,94440.45,118082.89,1,No,4,No,0
303,15636673,Onwuatuegwu,667,France,Male,31.0,28257.63,119266.69,1,Yes,1,Yes,0
304,15594898,Hewitt,731,France,Male,43.0,170034.95,0.0,1,Yes,2,Yes,1
305,15660211,Shih,629,Germany,Male,35.0,31824.29,156847.29,2,No,7,No,0
306,15773972,Balashov,614,France,Male,50.0,127166.49,137104.47,1,No,4,No,1
307,15746726,Doyle,438,Germany,Male,31.0,44937.01,78398.69,1,No,8,No,0
